mgi_homology_class	mouse_gene_symbol	mouse_entrez_id	mouse_mgi_id	human_gene_symbol	human_entrez_id	human_hgnc_id	human_omim_id
51823833	Foxd4	14237	MGI:1347467	FOXD4L4	349334	HGNC:23762	OMIM:611085
51823833	Foxd4	14237	MGI:1347467	FOXD4L5	653427	HGNC:18522	
51823833	Foxd4	14237	MGI:1347467	FOXD4L6	653404	HGNC:31986	
51821795	Foxe1	110805	MGI:1353500	FOXE1	2304	HGNC:3806	OMIM:602617
51821802	Foxe3	30923	MGI:1353569	FOXE3	2301	HGNC:3808	OMIM:601094
51816913	Foxf1	15227	MGI:1347470	FOXF1	2294	HGNC:3809	OMIM:601089
51812144	Foxf2	14238	MGI:1347479	FOXF2	2295	HGNC:3810	OMIM:603250
51807425	Foxg1	15228	MGI:1347464	FOXG1	2290	HGNC:3811	OMIM:164874
51809982	Foxh1	14106	MGI:1347465	FOXH1	8928	HGNC:3814	OMIM:603621
51808217	Foxi1	14233	MGI:1096329	FOXI1	2299	HGNC:3815	OMIM:601093
51808216	Foxi2	270004	MGI:3028075	FOXI2	399823	HGNC:32448	OMIM:617202
51821478	Foxi3	232077	MGI:3511278	FOXI3	344167	HGNC:35123	OMIM:612351
51811942	Foxj1	15223	MGI:1347474	FOXJ1	2302	HGNC:3816	OMIM:602291
51823834	Foxj2	60611	MGI:1926805	FOXJ2	55810	HGNC:24818	OMIM:619162
51818831	Foxj3	230700	MGI:2443432	FOXJ3	22887	HGNC:29178	OMIM:616035
51818926	Foxk1	17425	MGI:1347488	FOXK1	221937	HGNC:23480	OMIM:616302
51810128	Foxk2	68837	MGI:1916087	FOXK2	3607	HGNC:6036	OMIM:147685
51820584	Foxl1	14241	MGI:1347469	FOXL1	2300	HGNC:3817	OMIM:603252
51812145	Foxl2	26927	MGI:1349428	FOXL2	668	HGNC:1092	OMIM:605597
51812146	Foxl3	384244	MGI:3646467	FOXL3	116033993	HGNC:54201	
51812147	Foxm1	14235	MGI:1347487	FOXM1	2305	HGNC:3818	OMIM:602341
51814482	Foxn1	15218	MGI:102949	FOXN1	8456	HGNC:12765	OMIM:600838
51819438	Foxn2	14236	MGI:1347478	FOXN2	3344	HGNC:5281	OMIM:143089
51819731	Foxn3	71375	MGI:1918625	FOXN3	1112	HGNC:1928	OMIM:602628
51817727	Foxn4	116810	MGI:2151057	FOXN4	121643	HGNC:21399	OMIM:609429
51812148	Foxo1	56458	MGI:1890077	FOXO1	2308	HGNC:3819	OMIM:136533
51810587	Foxo3	56484	MGI:1890081	FOXO3	2309	HGNC:3821	OMIM:602681
51822561	Foxo4	54601	MGI:1891915	FOXO4	4303	HGNC:7139	OMIM:300033
51812149	Foxo6	329934	MGI:2676586	FOXO6	100132074	HGNC:24814	OMIM:611457
51812150	Foxp1	108655	MGI:1914004	FOXP1	27086	HGNC:3823	OMIM:605515
51821628	Foxp2	114142	MGI:2148705	FOXP2	93986	HGNC:13875	OMIM:605317
51812151	Foxp3	20371	MGI:1891436	FOXP3	50943	HGNC:6106	OMIM:300292
51812771	Foxp4	74123	MGI:1921373	FOXP4	116113	HGNC:20842	OMIM:608924
51812152	Foxq1	15220	MGI:1298228	FOXQ1	94234	HGNC:20951	OMIM:612788
51812153	Foxr1	382074	MGI:2685961	FOXR1	283150	HGNC:29980	OMIM:615755
51812154	Foxr2	436240	MGI:3511682	FOXR2	139628	HGNC:30469	OMIM:300949
51820268	Foxred1	235169	MGI:2446262	FOXRED1	55572	HGNC:26927	OMIM:613622
51819837	Foxred2	239554	MGI:106315	FOXRED2	80020	HGNC:26264	OMIM:613777
51823835	Foxs1	14239	MGI:95546	FOXS1	2307	HGNC:3735	OMIM:602939
51812039	Fpgs	14287	MGI:95576	FPGS	2356	HGNC:3824	OMIM:136510
51819463	Fpgt	75540	MGI:1922790	FPGT	8790	HGNC:3825	OMIM:603609
51821374	Fpr1	14293	MGI:107443	FPR1	2357	HGNC:3826	OMIM:136537
51821373	Fpr2	14289	MGI:1278319	FPR2	2358	HGNC:3827	OMIM:136538
51821376	Fpr3	14294	MGI:1194495	FPR2	2358	HGNC:3827	OMIM:136538
51821376	Fpr3	14294	MGI:1194495	FPR3	2359	HGNC:3828	OMIM:136539
51823836	Fra10ac1	70567	MGI:1917817	FRA10AC1	118924	HGNC:1162	OMIM:608866
51812811	Fras1	231470	MGI:2385368	FRAS1	80144	HGNC:19185	OMIM:607830
51822627	Frat1	14296	MGI:109450	FRAT1	10023	HGNC:3944	OMIM:602503
51822626	Frat2	212398	MGI:2673967	FRAT2	23401	HGNC:16048	OMIM:605006
51814968	Frem1	329872	MGI:2670972	FREM1	158326	HGNC:23399	OMIM:608944
51807451	Frem2	242022	MGI:2444465	FREM2	341640	HGNC:25396	OMIM:608945
51823837	Frem3	333315	MGI:2685641	FREM3	166752	HGNC:25172	OMIM:608946
51823838	Frey1	75641	MGI:1916742	FREY1	143678	HGNC:37213	
51819574	Frg1	14300	MGI:893597	FRG1	2483	HGNC:3954	OMIM:601278
51823839	Frg2f1	433752	MGI:3035485	FRG2	448831	HGNC:19136	OMIM:609032
51823839	Frg2f1	433752	MGI:3035485	FRG2B	441581	HGNC:33518	
51823839	Frg2f1	433752	MGI:3035485	FRG2C	100288801	HGNC:33626	
51812164	Frk	14302	MGI:103265	FRK	2444	HGNC:3955	OMIM:606573
51811484	Frmd3	242506	MGI:2442466	FRMD3	257019	HGNC:24125	OMIM:607619
51816085	Frmd4a	209630	MGI:1919850	FRMD4A	55691	HGNC:25491	OMIM:616305
51810640	Frmd4b	232288	MGI:2141794	FRMD4B	23150	HGNC:24886	OMIM:617467
51812165	Frmd5	228564	MGI:2442557	FRMD5	84978	HGNC:28214	OMIM:616309
51818520	Frmd6	319710	MGI:2442579	FRMD6	122786	HGNC:19839	OMIM:614555
51819918	Frmd7	385354	MGI:2686379	FRMD7	90167	HGNC:8079	OMIM:300628
51819070	Frmd8	67457	MGI:1914707	FRMD8	83786	HGNC:25462	OMIM:618337
51819070	Frmd8	67457	MGI:1914707	FRMD8P1	83957	HGNC:24690	
51822535	Frmpd1	666060	MGI:2446274	FRMPD1	22844	HGNC:29159	OMIM:616919
51816101	Frmpd2	268729	MGI:2685472	FRMPD2	143162	HGNC:28572	OMIM:613323
51816101	Frmpd2	268729	MGI:2685472	FRMPD2B	728798	HGNC:16843	
51822143	Frmpd3	245643	MGI:3646547	FRMPD3	84443	HGNC:29382	OMIM:301005
51822418	Frmpd4	333605	MGI:3042378	FRMPD4	9758	HGNC:29007	OMIM:300838
51812166	Frrs1	20321	MGI:108076	FRRS1	391059	HGNC:27622	OMIM:611578
51823840	Frrs1l	230235	MGI:2442704	FRRS1L	23732	HGNC:1362	OMIM:604574
51817483	Frs2	327826	MGI:1100860	FRS2	10818	HGNC:16971	OMIM:607743
51816841	Frs3	107971	MGI:2135965	FRS3	10817	HGNC:16970	OMIM:607744
51806715	Fry	320365	MGI:2443895	FRY	10129	HGNC:20367	OMIM:614818
51811281	Fryl	72313	MGI:1919563	FRYL	285527	HGNC:29127	OMIM:620798
51807962	Frzb	20378	MGI:892032	FRZB	2487	HGNC:3959	OMIM:605083
51820325	Fsaf1	66523	MGI:1913773	FSAF1	128061	HGNC:25332	
51823841	Fsbp	100503583	MGI:5301008	FSBP	100861412	HGNC:43653	OMIM:616306
51823842	Fscb	623046	MGI:3646964	FSCB	84075	HGNC:20494	OMIM:611779
51812168	Fscn1	14086	MGI:1352745	FSCN1	6624	HGNC:11148	OMIM:602689
51812169	Fscn2	238021	MGI:2443337	FSCN2	25794	HGNC:3960	OMIM:607643
51823843	Fscn3	56223	MGI:1890386	FSCN3	29999	HGNC:3961	OMIM:615800
51816125	Fsd1	240121	MGI:1934858	FSD1	79187	HGNC:13745	OMIM:609828
51815257	Fsd1l	319636	MGI:2442443	FSD1L	83856	HGNC:13753	OMIM:609829
51823844	Fsd2	244091	MGI:2444310	FSD2	123722	HGNC:18024	
51812171	Fshb	14308	MGI:95582	FSHB	2488	HGNC:3964	OMIM:136530
51812418	Fshr	14309	MGI:95583	FSHR	2492	HGNC:3969	OMIM:136435
51819606	Fsip1	71313	MGI:1918563	FSIP1	161835	HGNC:21674	OMIM:615795
51823845	Fsip2	241516	MGI:2664111	FSIP2	401024	HGNC:21675	OMIM:615796
51823846	Fsip2l	209005	MGI:2685441	FSIP2LP	100130684	HGNC:55625	
51808085	Fst	14313	MGI:95586	FST	10468	HGNC:3971	OMIM:136470
51810180	Fstl1	14314	MGI:102793	FSTL1	11167	HGNC:3972	OMIM:605547
51817223	Fstl3	83554	MGI:1890391	FSTL3	10272	HGNC:3973	OMIM:605343
51821814	Fstl4	320027	MGI:2443199	FSTL4	23105	HGNC:21389	
51809629	Fstl5	213262	MGI:2442179	FSTL5	56884	HGNC:21386	OMIM:620128
51819038	Ftcd	14317	MGI:1339962	FTCD	10841	HGNC:3974	OMIM:606806
51810393	Fth1	14319	MGI:95588	FTH1	2495	HGNC:3976	OMIM:134770
51810395	Fthl17a	71996	MGI:1919246	FTH1P19	389844	HGNC:33525	
51810395	Fthl17a	71996	MGI:1919246	FTHL17	53940	HGNC:3987	OMIM:300308
51810389	Fthl17b	434726	MGI:3642940	FTH1P19	389844	HGNC:33525	
51810389	Fthl17b	434726	MGI:3642940	FTHL17	53940	HGNC:3987	OMIM:300308
51810390	Fthl17c	434727	MGI:3705221	FTH1P19	389844	HGNC:33525	
51810390	Fthl17c	434727	MGI:3705221	FTHL17	53940	HGNC:3987	OMIM:300308
51810392	Fthl17d	100042782	MGI:3713070	FTH1P19	389844	HGNC:33525	
51810392	Fthl17d	100042782	MGI:3713070	FTHL17	53940	HGNC:3987	OMIM:300308
51810394	Fthl17e	83457	MGI:1933180	FTH1P19	389844	HGNC:33525	
51810394	Fthl17e	83457	MGI:1933180	FTHL17	53940	HGNC:3987	OMIM:300308
51810391	Fthl17f	434729	MGI:3642941	FTH1P19	389844	HGNC:33525	
51810391	Fthl17f	434729	MGI:3642941	FTHL17	53940	HGNC:3987	OMIM:300308
51807847	Ftl1	14325	MGI:95589	FTL	2512	HGNC:3999	OMIM:134790
51807846	Ftl2-ps	14337	MGI:95590	FTL	2512	HGNC:3999	OMIM:134790
51810396	Ftmt	67634	MGI:1914884	FTMT	94033	HGNC:17345	OMIM:608847
51821792	Fto	26383	MGI:1347093	FTO	79068	HGNC:24678	OMIM:610966
51810458	Ftsj1	54632	MGI:1859648	FTSJ1	24140	HGNC:13254	OMIM:300499
51808058	Ftsj3	56095	MGI:1860295	FTSJ3	117246	HGNC:17136	OMIM:618411
51823847	Ftx	78878	MGI:1926128	FTX	100302692	HGNC:37190	OMIM:300936
51818391	Fubp1	51886	MGI:1196294	FUBP1	8880	HGNC:4004	OMIM:603444
51819181	Fubp3	320267	MGI:2443699	FUBP3	8939	HGNC:4005	OMIM:603536
51812180	Fuca1	71665	MGI:95593	FUCA1	2517	HGNC:4006	OMIM:612280
51811014	Fuca2	66848	MGI:1914098	FUCA2	2519	HGNC:4008	OMIM:136820
51821192	Fundc1	72018	MGI:1919268	FUNDC1	139341	HGNC:28746	OMIM:300871
51813291	Fundc2	67391	MGI:1914641	FUNDC2	65991	HGNC:24925	OMIM:301042
51813290	Fundc2b	73297	MGI:1920547	FUNDC2	65991	HGNC:24925	OMIM:301042
51816076	Fuom	69064	MGI:1916314	FUOM	282969	HGNC:24733	OMIM:617725
51806858	Furin	18550	MGI:97513	FURIN	5045	HGNC:8568	OMIM:136950
51820495	Fus	233908	MGI:1353633	FUS	2521	HGNC:4010	OMIM:137070
51823848	Fut1	14343	MGI:109375	FUT1	2523	HGNC:4012	OMIM:211100
51823850	Fut2	14344	MGI:109374	FUT2	2524	HGNC:4013	OMIM:182100
51823849	Fut2b	56546	MGI:1928893	FUT2	2524	HGNC:4013	OMIM:182100
51823849	Fut2b	56546	MGI:1928893	FUT2BP	653677	HGNC:44149	
51823851	Fut4	14345	MGI:95594	FUT4	2526	HGNC:4015	OMIM:104230
51819784	Fut7	14347	MGI:107692	FUT7	2529	HGNC:4018	OMIM:602030
51812183	Fut8	53618	MGI:1858901	FUT8	2530	HGNC:4019	OMIM:602589
51820321	Fut9	14348	MGI:1330859	FUT9	10690	HGNC:4020	OMIM:606865
51822080	Fuz	70300	MGI:1917550	FUZ	80199	HGNC:26219	OMIM:610622
51819991	Fxn	14297	MGI:1096879	FXN	2395	HGNC:3951	OMIM:606829
51818454	Fxr1	14359	MGI:104860	FXR1	8087	HGNC:4023	OMIM:600819
51812800	Fxr2	23879	MGI:1346074	FXR2	9513	HGNC:4024	OMIM:605339
51812188	Fxyd1	56188	MGI:1889273	FXYD1	5348	HGNC:4025	OMIM:602359
51823852	Fxyd2	11936	MGI:1195260	FXYD2	486	HGNC:4026	OMIM:601814
51823853	Fxyd3	17178	MGI:107497	FXYD3	5349	HGNC:4027	OMIM:604996
51823854	Fxyd4	108017	MGI:1889005	FXYD4	53828	HGNC:4028	OMIM:616926
51823855	Fxyd5	18301	MGI:1201785	FXYD5	53827	HGNC:4029	OMIM:606669
51817256	Fxyd6	59095	MGI:1890226	FXYD6	53826	HGNC:4030	OMIM:606683
51817256	Fxyd6	59095	MGI:1890226	FXYD6P3	406875	HGNC:31124	
51823856	Fxyd7	57780	MGI:1889006	FXYD7	53822	HGNC:4034	OMIM:606684
51812189	Fyb1	23880	MGI:1346327	FYB1	2533	HGNC:4036	OMIM:602731
51818912	Fyb2	242594	MGI:2685466	FYB2	199920	HGNC:27295	OMIM:618478
51816535	Fyco1	17281	MGI:107277	FYCO1	79443	HGNC:14673	OMIM:607182
51812190	Fyn	14360	MGI:95602	FYN	2534	HGNC:4037	OMIM:137025
51811268	Fyttd1	69823	MGI:1917955	FYTTD1	84248	HGNC:25407	OMIM:616933
51812192	Fzd1	14362	MGI:1196625	FZD1	8321	HGNC:4038	OMIM:603408
51809923	Fzd10	93897	MGI:2136761	FZD10	11211	HGNC:4039	OMIM:606147
51823857	Fzd10os	319616	MGI:2442398	FZD10-AS1	440119	HGNC:48632	
51808041	Fzd2	57265	MGI:1888513	FZD2	2535	HGNC:4040	OMIM:600667
51812195	Fzd3	14365	MGI:108476	FZD3	7976	HGNC:4041	OMIM:606143
51812191	Fzd4	14366	MGI:108520	FZD4	8322	HGNC:4042	OMIM:604579
51812194	Fzd5	14367	MGI:108571	FZD5	7855	HGNC:4043	OMIM:601723
51820702	Fzd6	14368	MGI:108474	FZD6	8323	HGNC:4044	OMIM:603409
51810551	Fzd7	14369	MGI:108570	FZD7	8324	HGNC:4045	OMIM:603410
51812196	Fzd8	14370	MGI:108460	FZD8	8325	HGNC:4046	OMIM:606146
51812193	Fzd9	14371	MGI:1313278	FZD9	8326	HGNC:4047	OMIM:601766
51812197	Fzr1	56371	MGI:1926790	FZR1	51343	HGNC:24824	OMIM:603619
51820334	G0s2	14373	MGI:1316737	G0S2	50486	HGNC:30229	OMIM:614447
51815159	G2e3	217558	MGI:2444298	G2E3	55632	HGNC:20338	OMIM:611299
51811742	G3bp1	27041	MGI:1351465	G3BP1	10146	HGNC:30292	OMIM:608431
51810571	G3bp2	23881	MGI:2442040	G3BP2	9908	HGNC:30291	OMIM:620020
51808268	G6pc1	14377	MGI:95607	G6PC1	2538	HGNC:4056	OMIM:613742
51823858	G6pc2	14378	MGI:1277193	G6PC2	57818	HGNC:28906	OMIM:608058
51820030	G6pc3	68401	MGI:1915651	G6PC3	92579	HGNC:24861	OMIM:611045
51811952	G6pd2	14380	MGI:105977	G6PD	2539	HGNC:4057	OMIM:305900
51811951	G6pdx	14381	MGI:105979	G6PD	2539	HGNC:4057	OMIM:305900
51821817	Gaa	14387	MGI:95609	GAA	2548	HGNC:4065	OMIM:606800
51810418	Gab1	14388	MGI:108088	GAB1	2549	HGNC:4066	OMIM:604439
51821314	Gab2	14389	MGI:1333854	GAB2	9846	HGNC:14458	OMIM:606203
51821314	Gab2	14389	MGI:1333854	GAB4	128954	HGNC:18325	
51816643	Gab3	210710	MGI:2387324	GAB3	139716	HGNC:17515	OMIM:300482
51812212	Gabarap	56486	MGI:1861742	GABARAP	11337	HGNC:4067	OMIM:605125
51812213	Gabarapl1	57436	MGI:1914980	GABARAPL1	23710	HGNC:4068	OMIM:607420
51812213	Gabarapl1	57436	MGI:1914980	GABARAPL3	23766	HGNC:4069	
51821150	Gabarapl2	93739	MGI:1890602	GABARAPL2	11345	HGNC:13291	OMIM:607452
51812209	Gabbr1	54393	MGI:1860139	GABBR1	2550	HGNC:4070	OMIM:603540
51816891	Gabbr2	242425	MGI:2386030	GABBR2	9568	HGNC:4507	OMIM:607340
51809738	Gabpa	14390	MGI:95610	GABPA	2551	HGNC:4071	OMIM:600609
51819980	Gabpb1	14391	MGI:95611	GABPB1	2553	HGNC:4074	OMIM:600610
51811541	Gabpb2	213054	MGI:95612	GABPB2	126626	HGNC:28441	OMIM:621284
51819904	Gabra1	14394	MGI:95613	GABRA1	2554	HGNC:4075	OMIM:137160
51817311	Gabra2	14395	MGI:95614	GABRA2	2555	HGNC:4076	OMIM:137140
51815544	Gabra3	14396	MGI:95615	GABRA3	2556	HGNC:4077	OMIM:305660
51819387	Gabra4	14397	MGI:95616	GABRA4	2557	HGNC:4078	OMIM:137141
51817473	Gabra5	110886	MGI:95617	GABRA5	2558	HGNC:4079	OMIM:137142
51812211	Gabra6	14399	MGI:95618	GABRA6	2559	HGNC:4080	OMIM:137143
51816984	Gabrb1	14400	MGI:95619	GABRB1	2560	HGNC:4081	OMIM:137190
51811900	Gabrb2	14401	MGI:95620	GABRB2	2561	HGNC:4082	OMIM:600232
51822218	Gabrb3	14402	MGI:95621	GABRB3	2562	HGNC:4083	OMIM:137192
51817599	Gabrd	14403	MGI:95622	GABRD	2563	HGNC:4084	OMIM:137163
51823859	Gabre	14404	MGI:1330235	GABRE	2564	HGNC:4085	OMIM:300093
51816779	Gabrg1	14405	MGI:103156	GABRG1	2565	HGNC:4086	OMIM:137166
51815663	Gabrg2	14406	MGI:95623	GABRG2	2566	HGNC:4087	OMIM:137164
51823860	Gabrg3	14407	MGI:95624	GABRG3	2567	HGNC:4088	OMIM:600233
51816129	Gabrp	216643	MGI:2387597	GABRP	2568	HGNC:4089	OMIM:602729
51823861	Gabrq	57249	MGI:1888498	GABRQ	55879	HGNC:14454	OMIM:300349
51817388	Gabrr1	14408	MGI:95625	GABRR1	2569	HGNC:4090	OMIM:137161
51816847	Gabrr2	14409	MGI:95626	GABRR2	2570	HGNC:4091	OMIM:137162
51820358	Gabrr3	328699	MGI:3588203	GABRR3	200959	HGNC:17969	OMIM:618668
51812214	Gad1	14415	MGI:95632	GAD1	2571	HGNC:4092	OMIM:605363
51812215	Gad2	14417	MGI:95634	GAD2	2572	HGNC:4093	OMIM:138275
51812216	Gadd45a	13197	MGI:107799	GADD45A	1647	HGNC:4095	OMIM:126335
51807902	Gadd45b	17873	MGI:107776	GADD45B	4616	HGNC:4096	OMIM:604948
51812217	Gadd45g	23882	MGI:1346325	GADD45G	10912	HGNC:4097	OMIM:604949
51816903	Gadd45gip1	102060	MGI:1914947	GADD45GIP1	90480	HGNC:29996	OMIM:605162
51823862	Gadl1	73748	MGI:1920998	GADL1	339896	HGNC:27949	OMIM:615601
51817522	Gak	231580	MGI:2442153	GAK	2580	HGNC:4113	OMIM:602052
51812220	Gal	14419	MGI:95637	GAL	51083	HGNC:4114	OMIM:137035
51812218	Gal3st1	53897	MGI:1858277	GAL3ST1	9514	HGNC:24240	OMIM:602300
51817113	Gal3st2	381334	MGI:2685834	GAL3ST2	64090	HGNC:24869	OMIM:608237
51823863	Gal3st2b	100041596	MGI:3711964	GAL3ST2	64090	HGNC:24869	OMIM:608237
51823864	Gal3st2c	619597	MGI:3646771	GAL3ST2	64090	HGNC:24869	OMIM:608237
51822416	Gal3st3	545276	MGI:3617843	GAL3ST3	89792	HGNC:24144	OMIM:608234
51810799	Gal3st4	330217	MGI:1916254	GAL3ST4	79690	HGNC:24145	OMIM:608235
51815937	Galc	14420	MGI:95636	GALC	2581	HGNC:4115	OMIM:606890
51810383	Gale	74246	MGI:1921496	GALE	2582	HGNC:4116	OMIM:606953
51819170	Galk1	14635	MGI:95730	GALK1	2584	HGNC:4118	OMIM:604313
51810570	Galk2	69976	MGI:1917226	GALK2	2585	HGNC:4119	OMIM:137028
51821181	Galm	319625	MGI:2442420	GALM	130589	HGNC:24063	OMIM:137030
51820023	Galns	50917	MGI:1355303	GALNS	2588	HGNC:4122	OMIM:612222
51810912	Galnt1	14423	MGI:894693	GALNT1	2589	HGNC:4123	OMIM:602273
51823865	Galnt10	171212	MGI:1890480	GALNT10	55568	HGNC:19873	OMIM:608043
51815179	Galnt11	231050	MGI:2444392	GALNT11	63917	HGNC:19875	OMIM:615130
51816462	Galnt12	230145	MGI:2444664	GALNT12	79695	HGNC:19877	OMIM:610290
51815450	Galnt13	271786	MGI:2139447	GALNT13	114805	HGNC:23242	OMIM:608369
51815669	Galnt14	71685	MGI:1918935	GALNT14	79623	HGNC:22946	OMIM:608225
51823866	Galnt15	78754	MGI:1926004	GALNT15	117248	HGNC:21531	OMIM:615131
51823867	Galnt16	108760	MGI:1917754	GALNT16	57452	HGNC:23233	OMIM:615132
51812221	Galnt17	212996	MGI:2137594	GALNT17	64409	HGNC:16347	OMIM:615137
51812222	Galnt18	233733	MGI:2446239	GALNT18	374378	HGNC:30488	OMIM:615136
51813321	Galnt2	108148	MGI:894694	GALNT2	2590	HGNC:4124	OMIM:602274
51822356	Galnt3	14425	MGI:894695	GALNT3	2591	HGNC:4125	OMIM:601756
51813301	Galnt4	14426	MGI:894692	GALNT4	8693	HGNC:4126	OMIM:603565
51813301	Galnt4	14426	MGI:894692	POC1B-GALNT4	100528030	HGNC:42957	
51823868	Galnt5	241391	MGI:2179403	GALNT5	11227	HGNC:4127	OMIM:615129
51811048	Galnt6	207839	MGI:1891640	GALNT6	11226	HGNC:4128	OMIM:605148
51819513	Galnt7	108150	MGI:1349449	GALNT7	51809	HGNC:4129	OMIM:605005
51823869	Galnt9	231605	MGI:2677965	GALNT9	50614	HGNC:4131	OMIM:606251
51815180	Galntl5	67909	MGI:1915159	GALNTL5	168391	HGNC:21725	OMIM:615133
51815765	Galntl6	270049	MGI:1913581	GALNTL6	442117	HGNC:33844	OMIM:615138
51823870	Galp	232836	MGI:2663979	GALP	85569	HGNC:24840	OMIM:611178
51812232	Galr1	14427	MGI:1096364	GALR1	2587	HGNC:4132	OMIM:600377
51816217	Galr2	14428	MGI:1337018	GALR2	8811	HGNC:4133	OMIM:603691
51816621	Galr3	14429	MGI:1329003	GALR3	8484	HGNC:4134	OMIM:603692
51820068	Galt	14430	MGI:95638	GALT	2592	HGNC:4135	OMIM:606999
51819679	Gamt	14431	MGI:1098221	GAMT	2593	HGNC:4136	OMIM:601240
51822459	Gan	209239	MGI:1890619	GAN	8139	HGNC:4137	OMIM:605379
51812235	Ganab	14376	MGI:1097667	GANAB	23193	HGNC:4138	OMIM:104160
51816628	Ganc	76051	MGI:1923301	GANC	2595	HGNC:4139	OMIM:104180
51807984	Gap43	14432	MGI:95639	GAP43	2596	HGNC:4140	OMIM:162060
51807382	Gapdh	14433	MGI:95640	GAPDH	2597	HGNC:4141	OMIM:138400
51807381	Gapdhrt	100042427	MGI:3782011	GAPDH	2597	HGNC:4141	OMIM:138400
51807380	Gapdhrt2	100039229	MGI:3708786	GAPDH	2597	HGNC:4141	OMIM:138400
51808015	Gapdhs	14447	MGI:95653	GAPDHS	26330	HGNC:24864	OMIM:609169
51823871	Gapt	238875	MGI:3608341	GAPT	202309	HGNC:26588	OMIM:620440
51821207	Gapvd1	66691	MGI:1913941	GAPVD1	26130	HGNC:23375	OMIM:611714
51814428	Gar1	68147	MGI:1930948	GAR1	54433	HGNC:14264	OMIM:606468
51810319	Garem1	381126	MGI:2685790	GAREM1	64762	HGNC:26136	OMIM:617998
51810320	Garem2	242915	MGI:2685290	GAREM2	150946	HGNC:27172	OMIM:617999
51823872	Garin1a	245884	MGI:2141439	GARIN1A	346653	HGNC:27998	OMIM:619904
51823873	Garin1b	330277	MGI:3032524	GARIN1B	84691	HGNC:30704	OMIM:619905
51823874	Garin2	70897	MGI:1918147	GARIN2	161142	HGNC:20101	OMIM:619898
51823875	Garin3	432552	MGI:3650836	GARIN3	153745	HGNC:28397	OMIM:619883
51823876	Garin4	619288	MGI:3588202	GARIN4	149647	HGNC:26541	OMIM:619852
51823877	Garin5a	75538	MGI:1922788	GARIN5A	112703	HGNC:25107	OMIM:619890
51823878	Garin5b	243822	MGI:3045311	GARIN5B	284418	HGNC:25278	OMIM:621103
51815841	Garnl3	99326	MGI:2139309	GARNL3	84253	HGNC:25425	
51823879	Garre1	233103	MGI:1924311	GARRE1	9710	HGNC:29016	OMIM:619335
51812238	Gars1	353172	MGI:2449057	GARS1	2617	HGNC:4162	OMIM:600287
51818500	Gart	14450	MGI:95654	GART	2618	HGNC:4163	OMIM:138440
51812795	Gas1	14451	MGI:95655	GAS1	2619	HGNC:4165	OMIM:139185
51812239	Gas2	14453	MGI:95657	GAS2	2620	HGNC:4167	OMIM:602835
51811182	Gas2l1	78926	MGI:1926176	GAS2L1	10634	HGNC:16955	OMIM:602128
51823880	Gas2l2	237891	MGI:3652048	GAS2L2	246176	HGNC:24846	OMIM:611398
51810954	Gas2l3	237436	MGI:1918780	GAS2L3	283431	HGNC:27475	OMIM:617224
51815927	Gas5	14455	MGI:95659	GAS5	60674	HGNC:16355	OMIM:608280
51811782	Gas6	14456	MGI:95660	GAS6	2621	HGNC:4168	OMIM:600441
51812240	Gas7	14457	MGI:1202388	GAS7	8522	HGNC:4169	OMIM:603127
51810277	Gask1a	245050	MGI:3041196	GASK1A	729085	HGNC:24485	OMIM:620413
51810278	Gask1b	68659	MGI:1915909	GASK1B	51313	HGNC:25312	
51823881	Gast	14459	MGI:104768	GAST	2520	HGNC:4164	OMIM:137250
51809942	Gata1	14460	MGI:95661	GATA1	2623	HGNC:4170	OMIM:305371
51812245	Gata2	14461	MGI:95662	GATA2	2624	HGNC:4171	OMIM:137295
51808142	Gata3	14462	MGI:95663	GATA3	2625	HGNC:4172	OMIM:131320
51822623	Gata4	14463	MGI:95664	GATA4	2626	HGNC:4173	OMIM:600576
51808175	Gata5	14464	MGI:109497	GATA5	140628	HGNC:15802	OMIM:611496
51808163	Gata6	14465	MGI:107516	GATA6	2627	HGNC:4174	OMIM:601656
51813522	Gatad1	67210	MGI:1914460	GATAD1	57798	HGNC:29941	OMIM:614518
51812246	Gatad2a	234366	MGI:2384585	GATAD2A	54815	HGNC:29989	OMIM:614997
51817562	Gatad2b	229542	MGI:2443225	GATAD2B	57459	HGNC:30778	OMIM:614998
51814740	Gatb	229487	MGI:2442496	GATB	5188	HGNC:8849	OMIM:603645
51817648	Gatc	384281	MGI:1923776	GATC	283459	HGNC:25068	OMIM:617210
51814710	Gatd1	213350	MGI:2387178	GATD1	347862	HGNC:26616	OMIM:621361
51809901	Gatd3a	28295	MGI:1351861	GATD3	8209	HGNC:1273	OMIM:601659
51806964	Gatm	67092	MGI:1914342	GATM	2628	HGNC:4175	OMIM:602360
51812249	Gba1	14466	MGI:95665	GBA1	2629	HGNC:4177	OMIM:606463
51821843	Gba2	230101	MGI:2654325	GBA2	57704	HGNC:18986	OMIM:609471
51816054	Gbe1	74185	MGI:1921435	GBE1	2632	HGNC:4180	OMIM:607839
51815255	Gbf1	107338	MGI:1861607	GBF1	8729	HGNC:4181	OMIM:603698
51807046	Gbgt1	227671	MGI:2449143	GBGT1	26301	HGNC:20460	OMIM:606074
51807729	Gbp10	626578	MGI:4359647	GBP6	163351	HGNC:25395	OMIM:612467
51807732	Gbp2	14469	MGI:102772	GBP1	2633	HGNC:4182	OMIM:600411
